planet,endpoint_type,to_sign,event_utc_dt,year,to_nakshatra,to_pada
mercury,nakshatra,,2005-10-03T16:41:15+00:00,2005,Revati,4.0
mercury,nakshatra,,2005-11-22T08:43:07.500000+00:00,2005,Ashwini,1.0
mercury,nakshatra,,2005-12-30T16:01:52.500000+00:00,2005,Revati,4.0
mercury,nakshatra,,2006-02-18T08:03:45+00:00,2006,Ashwini,1.0
mercury,nakshatra,,2006-03-28T15:05:37.500000+00:00,2006,Revati,4.0
mercury,nakshatra,,2006-05-17T07:30:00+00:00,2006,Ashwini,1.0
mercury,nakshatra,,2006-06-24T14:15:00+00:00,2006,Revati,4.0
mercury,nakshatra,,2006-08-13T06:39:22.500000+00:00,2006,Ashwini,1.0
mercury,nakshatra,,2006-09-20T13:41:15+00:00,2006,Revati,4.0
mercury,nakshatra,,2006-11-09T05:43:07.500000+00:00,2006,Ashwini,1.0
mercury,nakshatra,,2006-12-17T13:07:30+00:00,2006,Revati,4.0
mercury,nakshatra,,2007-02-05T05:03:45+00:00,2007,Ashwini,1.0
mercury,nakshatra,,2007-03-15T12:11:15+00:00,2007,Revati,4.0
mercury,nakshatra,,2007-05-04T04:35:37.500000+00:00,2007,Ashwini,1.0
mercury,nakshatra,,2007-06-11T11:15:00+00:00,2007,Revati,4.0
mercury,nakshatra,,2007-07-31T03:45:00+00:00,2007,Ashwini,1.0
mercury,nakshatra,,2007-09-07T10:46:52.500000+00:00,2007,Revati,4.0
mercury,nakshatra,,2007-10-27T02:48:45+00:00,2007,Ashwini,1.0
mercury,nakshatra,,2007-12-04T10:07:30+00:00,2007,Revati,4.0
mercury,nakshatra,,2008-01-23T02:03:45+00:00,2008,Ashwini,1.0
mercury,nakshatra,,2008-03-01T09:11:15+00:00,2008,Revati,4.0
mercury,nakshatra,,2008-04-20T01:35:37.500000+00:00,2008,Ashwini,1.0
mercury,nakshatra,,2008-05-28T08:15:00+00:00,2008,Revati,4.0
mercury,nakshatra,,2008-07-17T00:50:37.500000+00:00,2008,Ashwini,1.0
mercury,nakshatra,,2008-08-24T07:41:15+00:00,2008,Revati,4.0
mercury,nakshatra,,2008-10-12T23:54:22.500000+00:00,2008,Ashwini,1.0
mercury,nakshatra,,2008-11-20T07:13:07.500000+00:00,2008,Revati,4.0
mercury,nakshatra,,2009-01-08T23:09:22.500000+00:00,2009,Ashwini,1.0
mercury,nakshatra,,2009-02-16T06:16:52.500000+00:00,2009,Revati,4.0
mercury,nakshatra,,2009-04-06T22:35:37.500000+00:00,2009,Ashwini,1.0
mercury,nakshatra,,2009-05-15T05:15:00+00:00,2009,Revati,4.0
mercury,nakshatra,,2009-07-03T21:56:15+00:00,2009,Ashwini,1.0
mercury,nakshatra,,2009-08-11T04:41:15+00:00,2009,Revati,4.0
mercury,nakshatra,,2009-09-29T21:00:00+00:00,2009,Ashwini,1.0
mercury,nakshatra,,2009-11-07T04:13:07.500000+00:00,2009,Revati,4.0
mercury,nakshatra,,2009-12-26T20:03:45+00:00,2009,Ashwini,1.0
mercury,nakshatra,,2010-02-03T03:22:30+00:00,2010,Revati,4.0
mercury,nakshatra,,2010-03-24T19:35:37.500000+00:00,2010,Ashwini,1.0
mercury,nakshatra,,2010-05-02T02:20:37.500000+00:00,2010,Revati,4.0
mercury,nakshatra,,2010-06-20T19:01:52.500000+00:00,2010,Ashwini,1.0
mercury,nakshatra,,2010-07-29T01:41:15+00:00,2010,Revati,4.0
mercury,nakshatra,,2010-09-16T18:00:00+00:00,2010,Ashwini,1.0
mercury,nakshatra,,2010-10-25T01:18:45+00:00,2010,Revati,4.0
mercury,nakshatra,,2010-12-13T17:09:22.500000+00:00,2010,Ashwini,1.0
mercury,nakshatra,,2011-01-21T00:33:45+00:00,2011,Revati,4.0
mercury,nakshatra,,2011-03-11T16:35:37.500000+00:00,2011,Ashwini,1.0
mercury,nakshatra,,2011-04-18T23:20:37.500000+00:00,2011,Revati,4.0
mercury,nakshatra,,2011-06-07T16:01:52.500000+00:00,2011,Ashwini,1.0
mercury,nakshatra,,2011-07-15T22:35:37.500000+00:00,2011,Revati,4.0
mercury,nakshatra,,2011-09-03T15:11:15+00:00,2011,Ashwini,1.0
mercury,nakshatra,,2011-10-11T22:18:45+00:00,2011,Revati,4.0
mercury,nakshatra,,2011-11-30T14:09:22.500000+00:00,2011,Ashwini,1.0
mercury,nakshatra,,2012-01-07T21:39:22.500000+00:00,2012,Revati,4.0
mercury,nakshatra,,2012-02-26T13:35:37.500000+00:00,2012,Ashwini,1.0
mercury,nakshatra,,2012-04-04T20:26:15+00:00,2012,Revati,4.0
mercury,nakshatra,,2012-05-24T13:07:30+00:00,2012,Ashwini,1.0
mercury,nakshatra,,2012-07-01T19:35:37.500000+00:00,2012,Revati,4.0
mercury,nakshatra,,2012-08-20T12:16:52.500000+00:00,2012,Ashwini,1.0
mercury,nakshatra,,2012-09-27T19:13:07.500000+00:00,2012,Revati,4.0
mercury,nakshatra,,2012-11-16T11:15:00+00:00,2012,Ashwini,1.0
mercury,nakshatra,,2012-12-24T18:45:00+00:00,2012,Revati,4.0
mercury,nakshatra,,2013-02-12T10:35:37.500000+00:00,2013,Ashwini,1.0
mercury,nakshatra,,2013-03-22T17:37:30+00:00,2013,Revati,4.0
mercury,nakshatra,,2013-05-11T10:07:30+00:00,2013,Ashwini,1.0
mercury,nakshatra,,2013-06-18T16:35:37.500000+00:00,2013,Revati,4.0
mercury,nakshatra,,2013-08-07T09:22:30+00:00,2013,Ashwini,1.0
mercury,nakshatra,,2013-09-14T16:13:07.500000+00:00,2013,Revati,4.0
mercury,nakshatra,,2013-11-03T08:20:37.500000+00:00,2013,Ashwini,1.0
mercury,nakshatra,,2013-12-11T15:45:00+00:00,2013,Revati,4.0
mercury,nakshatra,,2014-01-30T07:35:37.500000+00:00,2014,Ashwini,1.0
mercury,nakshatra,,2014-03-09T14:43:07.500000+00:00,2014,Revati,4.0
mercury,nakshatra,,2014-04-28T07:13:07.500000+00:00,2014,Ashwini,1.0
mercury,nakshatra,,2014-06-05T13:35:37.500000+00:00,2014,Revati,4.0
mercury,nakshatra,,2014-07-25T06:28:07.500000+00:00,2014,Ashwini,1.0
mercury,nakshatra,,2014-09-01T13:07:30+00:00,2014,Revati,4.0
mercury,nakshatra,,2014-10-21T05:20:37.500000+00:00,2014,Ashwini,1.0
mercury,nakshatra,,2014-11-28T12:45:00+00:00,2014,Revati,4.0
mercury,nakshatra,,2015-01-17T04:35:37.500000+00:00,2015,Ashwini,1.0
mercury,nakshatra,,2015-02-24T11:48:45+00:00,2015,Revati,4.0
mercury,nakshatra,,2015-04-15T04:07:30+00:00,2015,Ashwini,1.0
mercury,nakshatra,,2015-05-23T10:35:37.500000+00:00,2015,Revati,4.0
mercury,nakshatra,,2015-07-12T03:33:45+00:00,2015,Ashwini,1.0
mercury,nakshatra,,2015-08-19T10:07:30+00:00,2015,Revati,4.0
mercury,nakshatra,,2015-10-08T02:26:15+00:00,2015,Ashwini,1.0
mercury,nakshatra,,2015-11-15T09:50:37.500000+00:00,2015,Revati,4.0
mercury,nakshatra,,2016-01-04T01:35:37.500000+00:00,2016,Ashwini,1.0
mercury,nakshatra,,2016-02-11T08:54:22.500000+00:00,2016,Revati,4.0
mercury,nakshatra,,2016-04-01T01:07:30+00:00,2016,Ashwini,1.0
mercury,nakshatra,,2016-05-09T07:41:15+00:00,2016,Revati,4.0
mercury,nakshatra,,2016-06-28T00:33:45+00:00,2016,Ashwini,1.0
mercury,nakshatra,,2016-08-05T07:01:52.500000+00:00,2016,Revati,4.0
mercury,nakshatra,,2016-09-23T23:31:52.500000+00:00,2016,Ashwini,1.0
mercury,nakshatra,,2016-11-01T06:50:37.500000+00:00,2016,Revati,4.0
mercury,nakshatra,,2016-12-20T22:35:37.500000+00:00,2016,Ashwini,1.0
mercury,nakshatra,,2017-01-28T06:05:37.500000+00:00,2017,Revati,4.0
mercury,nakshatra,,2017-03-18T22:07:30+00:00,2017,Ashwini,1.0
mercury,nakshatra,,2017-04-26T04:46:52.500000+00:00,2017,Revati,4.0
mercury,nakshatra,,2017-06-14T21:39:22.500000+00:00,2017,Ashwini,1.0
mercury,nakshatra,,2017-07-23T04:01:52.500000+00:00,2017,Revati,4.0
mercury,nakshatra,,2017-09-10T20:43:07.500000+00:00,2017,Ashwini,1.0
mercury,nakshatra,,2017-10-19T03:50:37.500000+00:00,2017,Revati,4.0
mercury,nakshatra,,2017-12-07T19:41:15+00:00,2017,Ashwini,1.0
mercury,nakshatra,,2018-01-15T03:11:15+00:00,2018,Revati,4.0
mercury,nakshatra,,2018-03-05T19:07:30+00:00,2018,Ashwini,1.0
mercury,nakshatra,,2018-04-13T01:52:30+00:00,2018,Revati,4.0
mercury,nakshatra,,2018-06-01T18:45:00+00:00,2018,Ashwini,1.0
mercury,nakshatra,,2018-07-10T00:56:15+00:00,2018,Revati,4.0
mercury,nakshatra,,2018-08-28T17:48:45+00:00,2018,Ashwini,1.0
mercury,nakshatra,,2018-10-06T00:45:00+00:00,2018,Revati,4.0
mercury,nakshatra,,2018-11-24T16:41:15+00:00,2018,Ashwini,1.0
mercury,nakshatra,,2019-01-02T00:16:52.500000+00:00,2019,Revati,4.0
mercury,nakshatra,,2019-02-20T16:07:30+00:00,2019,Ashwini,1.0
mercury,nakshatra,,2019-03-30T22:58:07.500000+00:00,2019,Revati,4.0
mercury,nakshatra,,2019-05-19T15:45:00+00:00,2019,Ashwini,1.0
mercury,nakshatra,,2019-06-26T21:56:15+00:00,2019,Revati,4.0
mercury,nakshatra,,2019-08-15T14:54:22.500000+00:00,2019,Ashwini,1.0
mercury,nakshatra,,2019-09-22T21:45:00+00:00,2019,Revati,4.0
mercury,nakshatra,,2019-11-11T13:46:52.500000+00:00,2019,Ashwini,1.0
mercury,nakshatra,,2019-12-19T21:22:30+00:00,2019,Revati,4.0
mercury,nakshatra,,2020-02-07T13:07:30+00:00,2020,Ashwini,1.0
mercury,nakshatra,,2020-03-16T20:09:22.500000+00:00,2020,Revati,4.0
mercury,nakshatra,,2020-05-05T12:45:00+00:00,2020,Ashwini,1.0
mercury,nakshatra,,2020-06-12T18:56:15+00:00,2020,Revati,4.0
mercury,nakshatra,,2020-08-01T12:00:00+00:00,2020,Ashwini,1.0
mercury,nakshatra,,2020-09-08T18:39:22.500000+00:00,2020,Revati,4.0
mercury,nakshatra,,2020-10-28T10:52:30+00:00,2020,Ashwini,1.0
mercury,nakshatra,,2020-12-05T18:22:30+00:00,2020,Revati,4.0
mercury,nakshatra,,2021-01-24T10:07:30+00:00,2021,Ashwini,1.0
mercury,nakshatra,,2021-03-03T17:15:00+00:00,2021,Revati,4.0
mercury,nakshatra,,2021-04-22T09:45:00+00:00,2021,Ashwini,1.0
mercury,nakshatra,,2021-05-30T15:56:15+00:00,2021,Revati,4.0
mercury,nakshatra,,2021-07-19T09:05:37.500000+00:00,2021,Ashwini,1.0
mercury,nakshatra,,2021-08-26T15:33:45+00:00,2021,Revati,4.0
mercury,nakshatra,,2021-10-15T07:58:07.500000+00:00,2021,Ashwini,1.0
mercury,nakshatra,,2021-11-22T15:22:30+00:00,2021,Revati,4.0
mercury,nakshatra,,2022-01-11T07:07:30+00:00,2022,Ashwini,1.0
mercury,nakshatra,,2022-02-18T14:26:15+00:00,2022,Revati,4.0
mercury,nakshatra,,2022-04-09T06:45:00+00:00,2022,Ashwini,1.0
mercury,nakshatra,,2022-05-17T13:01:52.500000+00:00,2022,Revati,4.0
mercury,nakshatra,,2022-07-06T06:11:15+00:00,2022,Ashwini,1.0
mercury,nakshatra,,2022-08-13T12:28:07.500000+00:00,2022,Revati,4.0
mercury,nakshatra,,2022-10-02T05:03:45+00:00,2022,Ashwini,1.0
mercury,nakshatra,,2022-11-09T12:28:07.500000+00:00,2022,Revati,4.0
mercury,nakshatra,,2022-12-29T04:07:30+00:00,2022,Ashwini,1.0
mercury,nakshatra,,2023-02-05T11:31:52.500000+00:00,2023,Revati,4.0
mercury,nakshatra,,2023-03-27T03:45:00+00:00,2023,Ashwini,1.0
mercury,nakshatra,,2023-05-04T10:07:30+00:00,2023,Revati,4.0
mercury,nakshatra,,2023-06-23T03:16:52.500000+00:00,2023,Ashwini,1.0
mercury,nakshatra,,2023-07-31T09:28:07.500000+00:00,2023,Revati,4.0
mercury,nakshatra,,2023-09-19T02:09:22.500000+00:00,2023,Ashwini,1.0
mercury,nakshatra,,2023-10-27T09:22:30+00:00,2023,Revati,4.0
mercury,nakshatra,,2023-12-16T01:07:30+00:00,2023,Ashwini,1.0
mercury,nakshatra,,2024-01-23T08:43:07.500000+00:00,2024,Revati,4.0
mercury,nakshatra,,2024-03-13T00:45:00+00:00,2024,Ashwini,1.0
mercury,nakshatra,,2024-04-20T07:13:07.500000+00:00,2024,Revati,4.0
mercury,nakshatra,,2024-06-09T00:22:30+00:00,2024,Ashwini,1.0
mercury,nakshatra,,2024-07-17T06:22:30+00:00,2024,Revati,4.0
mercury,nakshatra,,2024-09-04T23:20:37.500000+00:00,2024,Ashwini,1.0
mercury,nakshatra,,2024-10-13T06:16:52.500000+00:00,2024,Revati,4.0
mercury,nakshatra,,2024-12-01T22:13:07.500000+00:00,2024,Ashwini,1.0
mercury,nakshatra,,2025-01-09T05:48:45+00:00,2025,Revati,4.0
mercury,nakshatra,,2025-02-27T21:45:00+00:00,2025,Ashwini,1.0
mercury,nakshatra,,2025-04-07T04:24:22.500000+00:00,2025,Revati,4.0
mercury,nakshatra,,2025-05-26T21:22:30+00:00,2025,Ashwini,1.0
mercury,nakshatra,,2025-07-04T03:16:52.500000+00:00,2025,Revati,4.0
mercury,nakshatra,,2025-08-22T20:26:15+00:00,2025,Ashwini,1.0
mercury,nakshatra,,2025-09-30T03:11:15+00:00,2025,Revati,4.0
mercury,nakshatra,,2025-11-18T19:13:07.500000+00:00,2025,Ashwini,1.0
mercury,nakshatra,,2025-12-27T02:54:22.500000+00:00,2025,Revati,4.0
jupiter,rashi,Pisces,1901-07-10T20:28:42.656250+00:00,1901,,
jupiter,rashi,Aries,1907-02-02T17:58:14.531250+00:00,1907,,
jupiter,rashi,Pisces,1913-05-21T03:05:16.406250+00:00,1913,,
jupiter,rashi,Aries,1918-12-15T00:34:27.187500+00:00,1918,,
jupiter,rashi,Pisces,1925-04-01T18:44:38.906250+00:00,1925,,
jupiter,rashi,Aries,1930-10-26T15:00:00+00:00,1930,,
jupiter,rashi,Pisces,1937-02-10T03:27:46.406250+00:00,1937,,
jupiter,rashi,Aries,1942-09-05T20:12:11.250000+00:00,1942,,
jupiter,rashi,Pisces,1948-12-22T13:45:28.125000+00:00,1948,,
jupiter,rashi,Aries,1954-07-16T14:56:50.156250+00:00,1954,,
jupiter,rashi,Pisces,1960-11-02T01:33:09.843750+00:00,1960,,
jupiter,rashi,Aries,1966-05-28T05:06:33.750000+00:00,1966,,
jupiter,rashi,Pisces,1972-09-12T20:54:22.500000+00:00,1972,,
jupiter,rashi,Aries,1978-04-08T16:27:32.343750+00:00,1978,,
jupiter,rashi,Pisces,1984-07-26T05:05:09.375000+00:00,1984,,
jupiter,rashi,Aries,1990-02-19T06:15:49.218750+00:00,1990,,
jupiter,rashi,Pisces,1996-06-06T07:54:36.562500+00:00,1996,,
jupiter,rashi,Aries,2001-12-31T02:13:56.718750+00:00,2001,,
jupiter,rashi,Pisces,2008-04-18T04:02:55.781250+00:00,2008,,
jupiter,rashi,Aries,2013-11-10T00:24:15.468750+00:00,2013,,
jupiter,rashi,Pisces,2020-02-27T13:07:08.906250+00:00,2020,,
jupiter,rashi,Aries,2025-09-21T13:09:36.562500+00:00,2025,,
jupiter,nakshatra,,1901-07-10T20:28:42.656250+00:00,1901,Revati,4.0
jupiter,nakshatra,,1907-02-02T17:58:14.531250+00:00,1907,Ashwini,1.0
jupiter,nakshatra,,1913-05-21T03:05:16.406250+00:00,1913,Revati,4.0
jupiter,nakshatra,,1918-12-15T00:34:27.187500+00:00,1918,Ashwini,1.0
jupiter,nakshatra,,1925-04-01T18:44:38.906250+00:00,1925,Revati,4.0
jupiter,nakshatra,,1930-10-26T15:00:00+00:00,1930,Ashwini,1.0
jupiter,nakshatra,,1937-02-10T03:27:46.406250+00:00,1937,Revati,4.0
jupiter,nakshatra,,1942-09-05T20:12:11.250000+00:00,1942,Ashwini,1.0
jupiter,nakshatra,,1948-12-22T13:45:28.125000+00:00,1948,Revati,4.0
jupiter,nakshatra,,1954-07-16T14:56:50.156250+00:00,1954,Ashwini,1.0
jupiter,nakshatra,,1960-11-02T01:33:09.843750+00:00,1960,Revati,4.0
jupiter,nakshatra,,1966-05-28T05:06:33.750000+00:00,1966,Ashwini,1.0
jupiter,nakshatra,,1972-09-12T20:54:22.500000+00:00,1972,Revati,4.0
jupiter,nakshatra,,1978-04-08T16:27:32.343750+00:00,1978,Ashwini,1.0
jupiter,nakshatra,,1984-07-26T05:05:09.375000+00:00,1984,Revati,4.0
jupiter,nakshatra,,1990-02-19T06:15:49.218750+00:00,1990,Ashwini,1.0
jupiter,nakshatra,,1996-06-06T07:54:36.562500+00:00,1996,Revati,4.0
jupiter,nakshatra,,2001-12-31T02:13:56.718750+00:00,2001,Ashwini,1.0
jupiter,nakshatra,,2008-04-18T04:02:55.781250+00:00,2008,Revati,4.0
jupiter,nakshatra,,2013-11-10T00:24:15.468750+00:00,2013,Ashwini,1.0
jupiter,nakshatra,,2020-02-27T13:07:08.906250+00:00,2020,Revati,4.0
jupiter,nakshatra,,2025-09-21T13:09:36.562500+00:00,2025,Ashwini,1.0
venus,rashi,Aries,1900-02-27T20:48:45+00:00,1900,,
venus,rashi,Pisces,1900-06-19T13:41:15+00:00,1900,,
venus,rashi,Aries,1900-10-10T14:20:37.500000+00:00,1900,,
venus,rashi,Pisces,1901-01-29T22:46:52.500000+00:00,1901,,
venus,rashi,Aries,1901-05-23T01:18:45+00:00,1901,,
venus,rashi,Pisces,1901-09-11T19:01:52.500000+00:00,1901,,
venus,rashi,Aries,1902-01-03T02:20:37.500000+00:00,1902,,
venus,rashi,Pisces,1902-04-24T14:20:37.500000+00:00,1902,,
venus,rashi,Aries,1902-08-15T12:33:45+00:00,1902,,
venus,rashi,Pisces,1902-12-05T00:05:37.500000+00:00,1902,,
venus,rashi,Aries,1903-03-28T06:50:37.500000+00:00,1903,,
venus,rashi,Pisces,1903-07-18T00:50:37.500000+00:00,1903,,
venus,rashi,Aries,1903-11-08T03:50:37.500000+00:00,1903,,
venus,rashi,Pisces,1904-02-27T12:33:45+00:00,1904,,
venus,rashi,Aries,1904-06-19T12:56:15+00:00,1904,,
venus,rashi,Pisces,1904-10-09T05:09:22.500000+00:00,1904,,
venus,rashi,Aries,1905-01-30T12:56:15+00:00,1905,,
venus,rashi,Pisces,1905-05-22T03:16:52.500000+00:00,1905,,
venus,rashi,Aries,1905-09-12T02:31:52.500000+00:00,1905,,
venus,rashi,Pisces,1906-01-01T12:11:15+00:00,1906,,
venus,rashi,Aries,1906-04-24T17:09:22.500000+00:00,1906,,
venus,rashi,Pisces,1906-08-14T11:15:00+00:00,1906,,
venus,rashi,Aries,1906-12-05T16:30:00+00:00,1906,,
venus,rashi,Pisces,1907-03-27T02:48:45+00:00,1907,,
venus,rashi,Aries,1907-07-18T01:35:37.500000+00:00,1907,,
venus,rashi,Pisces,1907-11-06T15:39:22.500000+00:00,1907,,
venus,rashi,Aries,1908-02-27T23:09:22.500000+00:00,1908,,
venus,rashi,Pisces,1908-06-18T15:33:45+00:00,1908,,
venus,rashi,Aries,1908-10-09T16:30:00+00:00,1908,,
venus,rashi,Pisces,1909-01-29T01:13:07.500000+00:00,1909,,
venus,rashi,Aries,1909-05-22T03:56:15+00:00,1909,,
venus,rashi,Pisces,1909-09-10T21:28:07.500000+00:00,1909,,
venus,rashi,Aries,1910-01-02T04:13:07.500000+00:00,1910,,
venus,rashi,Pisces,1910-04-23T16:18:45+00:00,1910,,
venus,rashi,Aries,1910-08-14T15:00:00+00:00,1910,,
venus,rashi,Pisces,1910-12-04T02:43:07.500000+00:00,1910,,
venus,rashi,Aries,1911-03-27T09:22:30+00:00,1911,,
venus,rashi,Pisces,1911-07-17T02:48:45+00:00,1911,,
venus,rashi,Aries,1911-11-07T05:43:07.500000+00:00,1911,,
venus,rashi,Pisces,1912-02-26T15:05:37.500000+00:00,1912,,
venus,rashi,Aries,1912-06-18T15:39:22.500000+00:00,1912,,
venus,rashi,Pisces,1912-10-08T07:35:37.500000+00:00,1912,,
venus,rashi,Aries,1913-01-29T15:05:37.500000+00:00,1913,,
venus,rashi,Pisces,1913-05-21T05:09:22.500000+00:00,1913,,
venus,rashi,Aries,1913-09-11T04:58:07.500000+00:00,1913,,
venus,rashi,Pisces,1913-12-31T14:48:45+00:00,1913,,
venus,rashi,Aries,1914-04-23T19:41:15+00:00,1914,,
venus,rashi,Pisces,1914-08-13T13:30:00+00:00,1914,,
venus,rashi,Aries,1914-12-04T18:22:30+00:00,1914,,
venus,rashi,Pisces,1915-03-26T04:58:07.500000+00:00,1915,,
venus,rashi,Aries,1915-07-17T04:13:07.500000+00:00,1915,,
venus,rashi,Pisces,1915-11-05T18:11:15+00:00,1915,,
venus,rashi,Aries,1916-02-27T01:30:00+00:00,1916,,
venus,rashi,Pisces,1916-06-17T17:31:52.500000+00:00,1916,,
venus,rashi,Aries,1916-10-08T18:33:45+00:00,1916,,
venus,rashi,Pisces,1917-01-28T03:50:37.500000+00:00,1917,,
venus,rashi,Aries,1917-05-21T06:33:45+00:00,1917,,
venus,rashi,Pisces,1917-09-09T23:43:07.500000+00:00,1917,,
venus,rashi,Aries,1918-01-01T06:16:52.500000+00:00,1918,,
venus,rashi,Pisces,1918-04-22T18:16:52.500000+00:00,1918,,
venus,rashi,Aries,1918-08-13T17:31:52.500000+00:00,1918,,
venus,rashi,Pisces,1918-12-03T05:26:15+00:00,1918,,
venus,rashi,Aries,1919-03-26T11:43:07.500000+00:00,1919,,
venus,rashi,Pisces,1919-07-16T05:03:45+00:00,1919,,
venus,rashi,Aries,1919-11-06T07:46:52.500000+00:00,1919,,
venus,rashi,Pisces,1920-02-25T17:26:15+00:00,1920,,
venus,rashi,Aries,1920-06-17T18:22:30+00:00,1920,,
venus,rashi,Pisces,1920-10-07T10:07:30+00:00,1920,,
venus,rashi,Aries,1921-01-28T17:15:00+00:00,1921,,
venus,rashi,Pisces,1921-05-20T07:13:07.500000+00:00,1921,,
venus,rashi,Aries,1921-09-10T07:01:52.500000+00:00,1921,,
venus,rashi,Pisces,1921-12-30T17:31:52.500000+00:00,1921,,
venus,rashi,Aries,1922-04-22T22:13:07.500000+00:00,1922,,
venus,rashi,Pisces,1922-08-12T15:33:45+00:00,1922,,
venus,rashi,Aries,1922-12-03T20:20:37.500000+00:00,1922,,
venus,rashi,Pisces,1923-03-25T07:01:52.500000+00:00,1923,,
venus,rashi,Aries,1923-07-16T06:50:37.500000+00:00,1923,,
venus,rashi,Pisces,1923-11-04T20:48:45+00:00,1923,,
venus,rashi,Aries,1924-02-26T03:39:22.500000+00:00,1924,,
venus,rashi,Pisces,1924-06-16T19:30:00+00:00,1924,,
venus,rashi,Aries,1924-10-07T20:43:07.500000+00:00,1924,,
venus,rashi,Pisces,1925-01-27T06:22:30+00:00,1925,,
venus,rashi,Aries,1925-05-20T09:22:30+00:00,1925,,
venus,rashi,Pisces,1925-09-09T02:03:45+00:00,1925,,
venus,rashi,Aries,1925-12-31T08:15:00+00:00,1925,,
venus,rashi,Pisces,1926-04-21T20:26:15+00:00,1926,,
venus,rashi,Aries,1926-08-12T19:58:07.500000+00:00,1926,,
venus,rashi,Pisces,1926-12-02T08:09:22.500000+00:00,1926,,
venus,rashi,Aries,1927-03-25T14:09:22.500000+00:00,1927,,
venus,rashi,Pisces,1927-07-15T06:56:15+00:00,1927,,
venus,rashi,Aries,1927-11-05T09:50:37.500000+00:00,1927,,
venus,rashi,Pisces,1928-02-24T19:41:15+00:00,1928,,
venus,rashi,Aries,1928-06-16T21:00:00+00:00,1928,,
venus,rashi,Pisces,1928-10-06T12:39:22.500000+00:00,1928,,
venus,rashi,Aries,1929-01-27T19:13:07.500000+00:00,1929,,
venus,rashi,Pisces,1929-05-19T09:11:15+00:00,1929,,
venus,rashi,Aries,1929-09-09T09:28:07.500000+00:00,1929,,
venus,rashi,Pisces,1929-12-29T20:09:22.500000+00:00,1929,,
venus,rashi,Aries,1930-04-22T00:56:15+00:00,1930,,
venus,rashi,Pisces,1930-08-11T17:43:07.500000+00:00,1930,,
venus,rashi,Aries,1930-12-02T22:18:45+00:00,1930,,
venus,rashi,Pisces,1931-03-24T09:22:30+00:00,1931,,
venus,rashi,Aries,1931-07-15T09:28:07.500000+00:00,1931,,
venus,rashi,Pisces,1931-11-03T23:31:52.500000+00:00,1931,,
venus,rashi,Aries,1932-02-25T06:00:00+00:00,1932,,
venus,rashi,Pisces,1932-06-15T21:22:30+00:00,1932,,
venus,rashi,Aries,1932-10-06T22:52:30+00:00,1932,,
venus,rashi,Pisces,1933-01-26T08:54:22.500000+00:00,1933,,
venus,rashi,Aries,1933-05-19T11:54:22.500000+00:00,1933,,
venus,rashi,Pisces,1933-09-08T04:30:00+00:00,1933,,
venus,rashi,Aries,1933-12-30T10:07:30+00:00,1933,,
venus,rashi,Pisces,1934-04-20T22:30:00+00:00,1934,,
venus,rashi,Aries,1934-08-11T22:30:00+00:00,1934,,
venus,rashi,Pisces,1934-12-01T10:46:52.500000+00:00,1934,,
venus,rashi,Aries,1935-03-24T16:35:37.500000+00:00,1935,,
venus,rashi,Pisces,1935-07-14T08:54:22.500000+00:00,1935,,
venus,rashi,Aries,1935-11-04T11:43:07.500000+00:00,1935,,
venus,rashi,Pisces,1936-02-23T22:13:07.500000+00:00,1936,,
venus,rashi,Aries,1936-06-15T23:43:07.500000+00:00,1936,,
venus,rashi,Pisces,1936-10-05T15:05:37.500000+00:00,1936,,
venus,rashi,Aries,1937-01-26T21:28:07.500000+00:00,1937,,
venus,rashi,Pisces,1937-05-18T11:03:45+00:00,1937,,
venus,rashi,Aries,1937-09-08T11:48:45+00:00,1937,,
venus,rashi,Pisces,1937-12-28T22:46:52.500000+00:00,1937,,
venus,rashi,Aries,1938-04-21T03:22:30+00:00,1938,,
venus,rashi,Pisces,1938-08-10T19:58:07.500000+00:00,1938,,
venus,rashi,Aries,1938-12-02T00:16:52.500000+00:00,1938,,
venus,rashi,Pisces,1939-03-23T11:31:52.500000+00:00,1939,,
venus,rashi,Aries,1939-07-14T12:05:37.500000+00:00,1939,,
venus,rashi,Pisces,1939-11-03T01:58:07.500000+00:00,1939,,
venus,rashi,Aries,1940-02-24T08:15:00+00:00,1940,,
venus,rashi,Pisces,1940-06-14T23:20:37.500000+00:00,1940,,
venus,rashi,Aries,1940-10-06T00:56:15+00:00,1940,,
venus,rashi,Pisces,1941-01-25T11:31:52.500000+00:00,1941,,
venus,rashi,Aries,1941-05-18T14:37:30+00:00,1941,,
venus,rashi,Pisces,1941-09-07T06:39:22.500000+00:00,1941,,
venus,rashi,Aries,1941-12-29T12:11:15+00:00,1941,,
venus,rashi,Pisces,1942-04-20T00:28:07.500000+00:00,1942,,
venus,rashi,Aries,1942-08-11T01:01:52.500000+00:00,1942,,
venus,rashi,Pisces,1942-11-30T13:30:00+00:00,1942,,
venus,rashi,Aries,1943-03-23T18:56:15+00:00,1943,,
venus,rashi,Pisces,1943-07-13T11:03:45+00:00,1943,,
venus,rashi,Aries,1943-11-03T13:46:52.500000+00:00,1943,,
venus,rashi,Pisces,1944-02-23T00:33:45+00:00,1944,,
venus,rashi,Aries,1944-06-15T02:26:15+00:00,1944,,
venus,rashi,Pisces,1944-10-04T17:31:52.500000+00:00,1944,,
